"sku","sales_channel","amount"
"NA_IS_TCS200x250","linenthings","760.0000"
"NA_IS_TCS200x280","purelinen","410.0000"
"NA_IS_TCS200x280","linenthings","820.0000"
"NA_IS_TCS200x320","purelinen","490.0000"
"NA_IS_TCS200x320","linenthings","980.0000"
"NA_IS_TCS200x360","purelinen","530.0000"
"NA_IS_TCS200x360","linenthings","1060.0000"
"NA_IS_TCS200x400","purelinen","590.0000"
"NA_IS_TCS200x400","linenthings","1180.0000"
"NA_IS_TCS200x500","purelinen","690.0000"
"NA_IS_TCS200x500","linenthings","1220.0000"
"NA_IS_TCTG146x146","purelinen","230.0000"
"NA_IS_TCTG146x146","linenthings","460.0000"
"NA_IS_TCTG146x250","purelinen","330.0000"
"NA_IS_TCTG146x250","linenthings","660.0000"
"NA_IS_TCTG146x280","purelinen","360.0000"
"NA_IS_TCTG146x280","linenthings","720.0000"
"NA_IS_TCTG146x320","purelinen","420.0000"
"NA_IS_TCTG146x320","linenthings","840.0000"
"NA_IS_TCTG146x360","purelinen","460.0000"
"NA_IS_TCTG146x360","linenthings","920.0000"
"NA_IS_TCTG146x400","purelinen","510.0000"
"NA_IS_TCTG146x400","linenthings","1020.0000"
"NA_IS_TCTG146x500","purelinen","610.0000"
"NA_IS_TCTG146x500","linenthings","1220.0000"
"NA_IS_TCTG200x200","purelinen","330.0000"
"NA_IS_TCTG200x200","linenthings","660.0000"
"NA_IS_TCTG200x250","purelinen","380.0000"
"NA_IS_TCTG200x250","linenthings","760.0000"
"NA_IS_TCTG200x280","purelinen","410.0000"
"NA_IS_TCTG200x280","linenthings","820.0000"
"NA_IS_TCTG200x320","purelinen","490.0000"
"NA_IS_TCTG200x320","linenthings","980.0000"
"NA_IS_TCTG200X360","purelinen","530.0000"
"NA_IS_TCTG200X360","linenthings","1060.0000"
"NA_IS_TCTG200x400","purelinen","590.0000"
"NA_IS_TCTG200x400","linenthings","1180.0000"
"NA_IS_TCTG200x500","purelinen","690.0000"
"NA_IS_TCTG200x500","linenthings","1220.0000"
"NA_KLAI_CN","purelinen","12.0000"
"NA_KLAI_CN","linenthings","30.0000"
"NA_KLAI_CN-Bayberry-12x12","purelinen","8.0000"
"NA_KLAI_CN-Bayberry-12x12","linenthings","18.0000"
"NA_KLAI_CN-Bayberry-22x22","purelinen","9.0000"
"NA_KLAI_CN-Bayberry-22x22","linenthings","20.0000"
"NA_KLAI_CN-Brick-12x12","purelinen","8.0000"
"NA_KLAI_CN-Brick-12x12","linenthings","18.0000"
"NA_KLAI_CN-Brick-22x22","purelinen","9.0000"
"NA_KLAI_CN-Brick-22x22","linenthings","20.0000"
"NA_KLAI_CN-Butter-12x12","purelinen","8.0000"
"NA_KLAI_CN-Butter-12x12","linenthings","18.0000"
"NA_KLAI_CN-Butter-22x22","purelinen","9.0000"
"NA_KLAI_CN-Butter-22x22","linenthings","20.0000"
"NA_KLAI_CN-Cameo-12x12","purelinen","8.0000"
"NA_KLAI_CN-Cameo-12x12","linenthings","18.0000"
"NA_KLAI_CN-Cameo-22x22","purelinen","9.0000"
"NA_KLAI_CN-Cameo-22x22","linenthings","20.0000"
"NA_KLAI_CN-Celery-12x12","purelinen","8.0000"
"NA_KLAI_CN-Celery-12x12","linenthings","18.0000"
"NA_KLAI_CN-Celery-22x22","purelinen","9.0000"
"NA_KLAI_CN-Celery-22x22","linenthings","20.0000"
"NA_KLAI_CN-Cinnabar-12x12","purelinen","8.0000"
"NA_KLAI_CN-Cinnabar-12x12","linenthings","18.0000"
"NA_KLAI_CN-Cinnabar-22x22","purelinen","9.0000"
"NA_KLAI_CN-Cinnabar-22x22","linenthings","20.0000"
"NA_KLAI_CN-Cobalt-12x12","purelinen","8.0000"
"NA_KLAI_CN-Cobalt-12x12","linenthings","18.0000"
"NA_KLAI_CN-Cobalt-22x22","purelinen","9.0000"
"NA_KLAI_CN-Cobalt-22x22","linenthings","20.0000"
"NA_KLAI_CN-Curry-12x12","purelinen","8.0000"
"NA_KLAI_CN-Curry-12x12","linenthings","18.0000"
"NA_KLAI_CN-Curry-22x22","purelinen","9.0000"
"NA_KLAI_CN-Curry-22x22","linenthings","20.0000"
"NA_KLAI_CN-Fern-12x12","purelinen","8.0000"
"NA_KLAI_CN-Fern-12x12","linenthings","18.0000"
"NA_KLAI_CN-Fern-22x22","purelinen","9.0000"
"NA_KLAI_CN-Fern-22x22","linenthings","20.0000"
"NA_KLAI_CN-Grey-12x12","purelinen","8.0000"
"NA_KLAI_CN-Grey-12x12","linenthings","18.0000"
"NA_KLAI_CN-Grey-22x22","purelinen","9.0000"
"NA_KLAI_CN-Grey-22x22","linenthings","20.0000"
"NA_KLAI_CN-Hazlenut-12x12","purelinen","8.0000"
"NA_KLAI_CN-Hazlenut-12x12","linenthings","18.0000"
"NA_KLAI_CN-Hazlenut-22x22","purelinen","9.0000"
"NA_KLAI_CN-Hazlenut-22x22","linenthings","20.0000"
"NA_KLAI_CN-Hunter-12x12","purelinen","8.0000"
"NA_KLAI_CN-Hunter-12x12","linenthings","18.0000"
"NA_KLAI_CN-Hunter-22x22","purelinen","9.0000"
"NA_KLAI_CN-Hunter-22x22","linenthings","20.0000"
"NA_KLAI_CN-KLAIPĖDA Rouge Red-12x12","purelinen","8.0000"
"NA_KLAI_CN-KLAIPĖDA Rouge Red-12x12","linenthings","18.0000"
"NA_KLAI_CN-Lavender-12x12","purelinen","8.0000"
"NA_KLAI_CN-Lavender-12x12","linenthings","18.0000"
"NA_KLAI_CN-Lavender-22x22","purelinen","9.0000"
"NA_KLAI_CN-Lavender-22x22","linenthings","20.0000"
"NA_KLAI_CN-Lime-12x12","purelinen","8.0000"
"NA_KLAI_CN-Lime-12x12","linenthings","18.0000"
"NA_KLAI_CN-Lime-22x22","purelinen","9.0000"
"NA_KLAI_CN-Lime-22x22","linenthings","20.0000"
"NA_KLAI_CN-Marine-12x12","purelinen","8.0000"
"NA_KLAI_CN-Marine-12x12","linenthings","18.0000"
"NA_KLAI_CN-Marine-22x22","purelinen","9.0000"
"NA_KLAI_CN-Marine-22x22","linenthings","20.0000"
"NA_KLAI_CN-Midnight-12x12","purelinen","8.0000"
"NA_KLAI_CN-Midnight-12x12","linenthings","18.0000"
"NA_KLAI_CN-Midnight-22x22","purelinen","9.0000"
"NA_KLAI_CN-Midnight-22x22","linenthings","20.0000"
"NA_KLAI_CN-Natural-12x12","purelinen","8.0000"
"NA_KLAI_CN-Natural-12x12","linenthings","18.0000"
"NA_KLAI_CN-Natural-22x22","purelinen","9.0000"
"NA_KLAI_CN-Natural-22x22","linenthings","20.0000"
"NA_KLAI_CN-Navy-12x12","purelinen","8.0000"
"NA_KLAI_CN-Navy-12x12","linenthings","18.0000"
"NA_KLAI_CN-Navy-22x22","purelinen","9.0000"
"NA_KLAI_CN-Navy-22x22","linenthings","20.0000"
"NA_KLAI_CN-Nutmeg-12x12","purelinen","8.0000"
"NA_KLAI_CN-Nutmeg-12x12","linenthings","18.0000"
"NA_KLAI_CN-Nutmeg-22x22","purelinen","9.0000"
"NA_KLAI_CN-Nutmeg-22x22","linenthings","20.0000"
"NA_KLAI_CN-Ocean-12x12","purelinen","8.0000"
"NA_KLAI_CN-Ocean-12x12","linenthings","18.0000"
"NA_KLAI_CN-Ocean-22x22","purelinen","9.0000"
"NA_KLAI_CN-Ocean-22x22","linenthings","20.0000"
"NA_KLAI_CN-Olive-12x12","purelinen","8.0000"
"NA_KLAI_CN-Olive-12x12","linenthings","18.0000"
"NA_KLAI_CN-Olive-22x22","purelinen","9.0000"
"NA_KLAI_CN-Olive-22x22","linenthings","20.0000"
"NA_KLAI_CN-Orchid-12x12","purelinen","8.0000"
"NA_KLAI_CN-Orchid-12x12","linenthings","18.0000"
"NA_KLAI_CN-Orchid-22x22","purelinen","9.0000"
"NA_KLAI_CN-Orchid-22x22","linenthings","20.0000"
"NA_KLAI_CN-Oyster-12x12","purelinen","8.0000"
"NA_KLAI_CN-Oyster-12x12","linenthings","18.0000"
"NA_KLAI_CN-Oyster-22x22","purelinen","9.0000"
"NA_KLAI_CN-Oyster-22x22","linenthings","20.0000"
"NA_KLAI_CN-Peacock-12x12","purelinen","8.0000"
"NA_KLAI_CN-Peacock-12x12","linenthings","18.0000"
"NA_KLAI_CN-Peacock-22x22","purelinen","9.0000"
"NA_KLAI_CN-Peacock-22x22","linenthings","20.0000"
"NA_KLAI_CN-Pewter-12x12","purelinen","8.0000"
"NA_KLAI_CN-Pewter-12x12","linenthings","18.0000"
"NA_KLAI_CN-Pewter-22x22","purelinen","9.0000"
"NA_KLAI_CN-Pewter-22x22","linenthings","20.0000"
"NA_KLAI_CN-Rose Quartz-12x12","purelinen","8.0000"
"NA_KLAI_CN-Rose Quartz-12x12","linenthings","18.0000"
"NA_KLAI_CN-Rose Quartz-22x22","purelinen","9.0000"
"NA_KLAI_CN-Rose Quartz-22x22","linenthings","20.0000"
"NA_KLAI_CN-Rouge Red-22x22","purelinen","9.0000"
"NA_KLAI_CN-Rouge Red-22x22","linenthings","20.0000"
"NA_KLAI_CN-Royal Blue-12x12","purelinen","8.0000"
"NA_KLAI_CN-Royal Blue-12x12","linenthings","18.0000"
"NA_KLAI_CN-Royal Blue-22x22","purelinen","9.0000"
"NA_KLAI_CN-Royal Blue-22x22","linenthings","20.0000"
"NA_KLAI_CN-Sage-12x12","purelinen","8.0000"
"NA_KLAI_CN-Sage-12x12","linenthings","18.0000"
"NA_KLAI_CN-Sage-22x22","purelinen","9.0000"
"NA_KLAI_CN-Sage-22x22","linenthings","20.0000"
"NA_KLAI_CN-Sand-12x12","purelinen","8.0000"
"NA_KLAI_CN-Sand-12x12","linenthings","18.0000"
"NA_KLAI_CN-Sand-22x22","purelinen","9.0000"
"NA_KLAI_CN-Sand-22x22","linenthings","20.0000"
"NA_KLAI_CN-Silver-12x12","purelinen","8.0000"
"NA_KLAI_CN-Silver-12x12","linenthings","18.0000"
"NA_KLAI_CN-Silver-22x22","purelinen","9.0000"
"NA_KLAI_CN-Silver-22x22","linenthings","20.0000"
"NA_KLAI_CN-Sunflower-12x12","purelinen","8.0000"
"NA_KLAI_CN-Sunflower-12x12","linenthings","18.0000"
"NA_KLAI_CN-Sunflower-22x22","purelinen","9.0000"
"NA_KLAI_CN-Sunflower-22x22","linenthings","20.0000"
"NA_KLAI_CN-Tangerine-12x12","purelinen","8.0000"
"NA_KLAI_CN-Tangerine-12x12","linenthings","18.0000"
"NA_KLAI_CN-Tangerine-22x22","purelinen","9.0000"
"NA_KLAI_CN-Tangerine-22x22","linenthings","20.0000"
"NA_KLAI_CO","purelinen","7.0000"
"NA_KLAI_CO","linenthings","15.0000"
"NA_KLAI_CO-Bayberry","purelinen","7.0000"
"NA_KLAI_CO-Bayberry","linenthings","15.0000"
"NA_KLAI_CO-Brick","purelinen","7.0000"
"NA_KLAI_CO-Brick","linenthings","15.0000"
"NA_KLAI_CO-Butter","purelinen","7.0000"
"NA_KLAI_CO-Butter","linenthings","15.0000"
"NA_KLAI_CO-Cameo","purelinen","7.0000"
"NA_KLAI_CO-Cameo","linenthings","15.0000"
"NA_KLAI_CO-Celery","purelinen","7.0000"
"NA_KLAI_CO-Celery","linenthings","15.0000"
"NA_KLAI_CO-Cinnabar","purelinen","7.0000"
"NA_KLAI_CO-Cinnabar","linenthings","15.0000"
"NA_KLAI_CO-Cobalt","purelinen","7.0000"
"NA_KLAI_CO-Cobalt","linenthings","15.0000"
"NA_KLAI_CO-Curry","purelinen","7.0000"
"NA_KLAI_CO-Curry","linenthings","15.0000"
"NA_KLAI_CO-Fern","purelinen","7.0000"
"NA_KLAI_CO-Fern","linenthings","15.0000"
"NA_KLAI_CO-Grey","purelinen","7.0000"
"NA_KLAI_CO-Grey","linenthings","15.0000"
"NA_KLAI_CO-Hazlenut","purelinen","7.0000"
"NA_KLAI_CO-Hazlenut","linenthings","15.0000"
"NA_KLAI_CO-Hunter","purelinen","7.0000"
"NA_KLAI_CO-Hunter","linenthings","15.0000"
"NA_KLAI_CO-KLAIPĖDA Rouge Red","purelinen","12.0000"
"NA_KLAI_CO-KLAIPĖDA Rouge Red","linenthings","12.0000"
"NA_KLAI_CO-Lavender","purelinen","7.0000"
"NA_KLAI_CO-Lavender","linenthings","15.0000"
"NA_KLAI_CO-Lime","purelinen","7.0000"
"NA_KLAI_CO-Lime","linenthings","15.0000"
"NA_KLAI_CO-Marine","purelinen","7.0000"
"NA_KLAI_CO-Marine","linenthings","15.0000"
"NA_KLAI_CO-Midnight","purelinen","7.0000"
"NA_KLAI_CO-Midnight","linenthings","15.0000"
"NA_KLAI_CO-Natural","purelinen","7.0000"
"NA_KLAI_CO-Natural","linenthings","15.0000"
"NA_KLAI_CO-Ocean","purelinen","7.0000"
"NA_KLAI_CO-Ocean","linenthings","15.0000"
"NA_KLAI_CO-Olive","purelinen","7.0000"
"NA_KLAI_CO-Olive","linenthings","15.0000"
"NA_KLAI_CO-Orchid","purelinen","7.0000"
"NA_KLAI_CO-Orchid","linenthings","15.0000"
"NA_KLAI_CO-Oyster","purelinen","7.0000"
"NA_KLAI_CO-Oyster","linenthings","15.0000"
"NA_KLAI_CO-Peacock","purelinen","7.0000"
"NA_KLAI_CO-Peacock","linenthings","15.0000"
"NA_KLAI_CO-Pewter","purelinen","7.0000"
"NA_KLAI_CO-Pewter","linenthings","15.0000"
"NA_KLAI_CO-Rose Quartz","purelinen","7.0000"
"NA_KLAI_CO-Rose Quartz","linenthings","15.0000"
"NA_KLAI_CO-Royal Blue","purelinen","7.0000"
"NA_KLAI_CO-Royal Blue","linenthings","15.0000"
"NA_KLAI_CO-Sage","purelinen","7.0000"
"NA_KLAI_CO-Sage","linenthings","15.0000"
"NA_KLAI_CO-Sand","purelinen","7.0000"
"NA_KLAI_CO-Sand","linenthings","15.0000"
"NA_KLAI_CO-Silver","purelinen","7.0000"
"NA_KLAI_CO-Silver","linenthings","15.0000"
"NA_KLAI_CO-Sunflower","purelinen","7.0000"
"NA_KLAI_CO-Sunflower","linenthings","15.0000"
"NA_KLAI_CO-Tangerine","purelinen","7.0000"
"NA_KLAI_CO-Tangerine","linenthings","15.0000"
"NA_KLAI_NA","purelinen","12.0000"
"NA_KLAI_NA","linenthings","30.0000"
"NA_KLAI_NA-Rouge Red-45x45","purelinen","12.0000"
"NA_KLAI_NA-Rouge Red-45x45","linenthings","30.0000"
"NA_KLAI_NA-Rouge Red-50x50","purelinen","14.0000"
"NA_KLAI_NA-Rouge Red-50x50","linenthings","40.0000"
"NA_KLAI_NABUT45X45","purelinen","12.0000"
"NA_KLAI_NABUT45X45","linenthings","30.0000"
"NA_KLAI_NACAM45X45","purelinen","12.0000"
"NA_KLAI_NACAM45X45","linenthings","30.0000"
"NA_KLAI_NACIN45X45","purelinen","12.0000"
"NA_KLAI_NACIN45X45","linenthings","30.0000"
"NA_KLAI_NACUR45X45","purelinen","12.0000"
"NA_KLAI_NACUR45X45","linenthings","30.0000"
"NA_KLAI_NAFER45X45","purelinen","12.0000"
"NA_KLAI_NAFER45X45","linenthings","30.0000"
"NA_KLAI_NAGRE45X45","purelinen","12.0000"
"NA_KLAI_NAGRE45X45","linenthings","30.0000"
"NA_KLAI_NAHAZ45X45","purelinen","12.0000"
"NA_KLAI_NAHAZ45X45","linenthings","30.0000"
"NA_KLAI_NAHUN45X45","purelinen","12.0000"
"NA_KLAI_NAHUN45X45","linenthings","30.0000"
"NA_KLAI_NALAV45X45","purelinen","12.0000"
"NA_KLAI_NALAV45X45","linenthings","30.0000"
"NA_KLAI_NAMID45X45","purelinen","12.0000"
"NA_KLAI_NAMID45X45","linenthings","30.0000"
"NA_KLAI_NANAV45X45","purelinen","12.0000"
"NA_KLAI_NANAV45X45","linenthings","30.0000"
"NA_KLAI_NANUT45X45","purelinen","12.0000"
"NA_KLAI_NANUT45X45","linenthings","30.0000"
"NA_KLAI_NAORC45X45","purelinen","12.0000"
"NA_KLAI_NAORC45X45","linenthings","30.0000"
"NA_KLAI_NAOYS45X45","purelinen","12.0000"
"NA_KLAI_NAOYS45X45","linenthings","30.0000"
"NA_KLAI_NAPEC45X45","purelinen","12.0000"
"NA_KLAI_NAPEC45X45","linenthings","30.0000"
"NA_KLAI_NAPEW45X45","purelinen","12.0000"
"NA_KLAI_NAPEW45X45","linenthings","30.0000"
"NA_KLAI_NASAG45X45","purelinen","12.0000"
"NA_KLAI_NASAG45X45","linenthings","30.0000"
"NA_KLAI_NASAN45X45","purelinen","12.0000"
"NA_KLAI_NASAN45X45","linenthings","30.0000"
"NA_KLAI_NASUN45X45","purelinen","12.0000"
"NA_KLAI_NASUN45X45","linenthings","30.0000"
"NA_KLAI_NA_Bayberry-45x45","purelinen","12.0000"
"NA_KLAI_NA_Bayberry-45x45","linenthings","30.0000"
"NA_KLAI_NA_Bayberry-50x50","purelinen","14.0000"
"NA_KLAI_NA_Bayberry-50x50","linenthings","40.0000"
"NA_KLAI_NA_Brick-45x45","purelinen","12.0000"
"NA_KLAI_NA_Brick-45x45","linenthings","30.0000"
"NA_KLAI_NA_Brick-50x50","purelinen","14.0000"
"NA_KLAI_NA_Brick-50x50","linenthings","40.0000"
"NA_KLAI_NA_Butter-45x45","purelinen","12.0000"
"NA_KLAI_NA_Butter-45x45","linenthings","30.0000"
"NA_KLAI_NA_Butter-50x50","purelinen","14.0000"
"NA_KLAI_NA_Butter-50x50","linenthings","40.0000"
"NA_KLAI_NA_Cameo-45x45","purelinen","12.0000"
"NA_KLAI_NA_Cameo-45x45","linenthings","30.0000"
"NA_KLAI_NA_Cameo-50x50","purelinen","14.0000"
"NA_KLAI_NA_Cameo-50x50","linenthings","40.0000"
"NA_KLAI_NA_Celery-45x45","purelinen","12.0000"
"NA_KLAI_NA_Celery-45x45","linenthings","30.0000"
"NA_KLAI_NA_Celery-50x50","purelinen","14.0000"
"NA_KLAI_NA_Celery-50x50","linenthings","40.0000"
"NA_KLAI_NA_Cinnabar-45x45","purelinen","12.0000"
"NA_KLAI_NA_Cinnabar-45x45","linenthings","30.0000"
"NA_KLAI_NA_Cinnabar-50x50","purelinen","14.0000"
"NA_KLAI_NA_Cinnabar-50x50","linenthings","40.0000"
"NA_KLAI_NA_Cobalt-45x45","purelinen","12.0000"
"NA_KLAI_NA_Cobalt-45x45","linenthings","30.0000"
"NA_KLAI_NA_Cobalt-50x50","purelinen","14.0000"
"NA_KLAI_NA_Cobalt-50x50","linenthings","40.0000"
"NA_KLAI_NA_Curry-45x45","purelinen","12.0000"
"NA_KLAI_NA_Curry-45x45","linenthings","30.0000"
"NA_KLAI_NA_Curry-50x50","purelinen","14.0000"
"NA_KLAI_NA_Curry-50x50","linenthings","40.0000"
"NA_KLAI_NA_Fern-45x45","purelinen","12.0000"
"NA_KLAI_NA_Fern-45x45","linenthings","30.0000"
"NA_KLAI_NA_Fern-50x50","purelinen","14.0000"
"NA_KLAI_NA_Fern-50x50","linenthings","40.0000"
"NA_KLAI_NA_Grey-45x45","purelinen","12.0000"
"NA_KLAI_NA_Grey-45x45","linenthings","30.0000"
"NA_KLAI_NA_Grey-50x50","purelinen","14.0000"
"NA_KLAI_NA_Grey-50x50","linenthings","40.0000"
"NA_KLAI_NA_Hazlenut-45x45","purelinen","12.0000"
"NA_KLAI_NA_Hazlenut-45x45","linenthings","30.0000"
"NA_KLAI_NA_Hazlenut-50x50","purelinen","14.0000"
"NA_KLAI_NA_Hazlenut-50x50","linenthings","40.0000"
"NA_KLAI_NA_Hunter-45x45","purelinen","12.0000"
"NA_KLAI_NA_Hunter-45x45","linenthings","30.0000"
"NA_KLAI_NA_Hunter-50x50","purelinen","14.0000"
"NA_KLAI_NA_Hunter-50x50","linenthings","40.0000"
"NA_KLAI_NA_Lavender-45x45","purelinen","12.0000"
"NA_KLAI_NA_Lavender-45x45","linenthings","30.0000"
"NA_KLAI_NA_Lavender-50x50","purelinen","14.0000"
"NA_KLAI_NA_Lavender-50x50","linenthings","40.0000"
"NA_KLAI_NA_Lime-45x45","purelinen","12.0000"
"NA_KLAI_NA_Lime-45x45","linenthings","30.0000"
"NA_KLAI_NA_Lime-50x50","purelinen","14.0000"
"NA_KLAI_NA_Lime-50x50","linenthings","40.0000"
"NA_KLAI_NA_Marine-45x45","purelinen","12.0000"
"NA_KLAI_NA_Marine-45x45","linenthings","30.0000"
"NA_KLAI_NA_Marine-50x50","purelinen","14.0000"
"NA_KLAI_NA_Marine-50x50","linenthings","40.0000"
"NA_KLAI_NA_Midnight-45x45","purelinen","12.0000"
"NA_KLAI_NA_Midnight-45x45","linenthings","30.0000"
"NA_KLAI_NA_Midnight-50x50","purelinen","14.0000"
"NA_KLAI_NA_Midnight-50x50","linenthings","40.0000"
"NA_KLAI_NA_Natural-45x45","purelinen","12.0000"
"NA_KLAI_NA_Natural-45x45","linenthings","30.0000"
"NA_KLAI_NA_Natural-50x50","purelinen","14.0000"
"NA_KLAI_NA_Natural-50x50","linenthings","40.0000"
"NA_KLAI_NA_Navy-45x45","purelinen","12.0000"
"NA_KLAI_NA_Navy-45x45","linenthings","30.0000"
"NA_KLAI_NA_Navy-50x50","purelinen","14.0000"
"NA_KLAI_NA_Navy-50x50","linenthings","40.0000"
"NA_KLAI_NA_Nutmeg-45x45","purelinen","12.0000"
"NA_KLAI_NA_Nutmeg-45x45","linenthings","30.0000"
"NA_KLAI_NA_Nutmeg-50x50","purelinen","14.0000"
"NA_KLAI_NA_Nutmeg-50x50","linenthings","40.0000"
"NA_KLAI_NA_Ocean-45x45","purelinen","12.0000"
"NA_KLAI_NA_Ocean-45x45","linenthings","30.0000"
"NA_KLAI_NA_Ocean-50x50","purelinen","14.0000"
"NA_KLAI_NA_Ocean-50x50","linenthings","40.0000"
"NA_KLAI_NA_Olive-45x45","purelinen","12.0000"
"NA_KLAI_NA_Olive-45x45","linenthings","30.0000"
"NA_KLAI_NA_Olive-50x50","purelinen","14.0000"
"NA_KLAI_NA_Olive-50x50","linenthings","40.0000"
"NA_KLAI_NA_Orchid-45x45","purelinen","12.0000"
"NA_KLAI_NA_Orchid-45x45","linenthings","30.0000"
"NA_KLAI_NA_Orchid-50x50","purelinen","14.0000"
"NA_KLAI_NA_Orchid-50x50","linenthings","40.0000"
"NA_KLAI_NA_Oyster-45x45","purelinen","12.0000"
"NA_KLAI_NA_Oyster-45x45","linenthings","30.0000"
"NA_KLAI_NA_Oyster-50x50","purelinen","14.0000"
"NA_KLAI_NA_Oyster-50x50","linenthings","40.0000"
"NA_KLAI_NA_Peacock-45x45","purelinen","12.0000"
"NA_KLAI_NA_Peacock-45x45","linenthings","30.0000"
"NA_KLAI_NA_Peacock-50x50","purelinen","14.0000"
"NA_KLAI_NA_Peacock-50x50","linenthings","40.0000"
"NA_KLAI_NA_Pewter-45x45","purelinen","12.0000"
"NA_KLAI_NA_Pewter-45x45","linenthings","30.0000"
"NA_KLAI_NA_Pewter-50x50","purelinen","14.0000"
"NA_KLAI_NA_Pewter-50x50","linenthings","40.0000"
"NA_KLAI_NA_Raspberry-45x45","purelinen","12.0000"
"NA_KLAI_NA_Raspberry-45x45","linenthings","30.0000"
"NA_KLAI_NA_Raspberry-50x50","purelinen","14.0000"
"NA_KLAI_NA_Raspberry-50x50","linenthings","40.0000"
"NA_KLAI_NA_Rose Quartz-45x45","purelinen","12.0000"
"NA_KLAI_NA_Rose Quartz-45x45","linenthings","30.0000"
"NA_KLAI_NA_Rose Quartz-50x50","purelinen","14.0000"
"NA_KLAI_NA_Rose Quartz-50x50","linenthings","40.0000"
"NA_KLAI_NA_Royal Blue-45x45","purelinen","12.0000"
"NA_KLAI_NA_Royal Blue-45x45","linenthings","30.0000"
"NA_KLAI_NA_Royal Blue-50x50","purelinen","14.0000"
"NA_KLAI_NA_Royal Blue-50x50","linenthings","40.0000"
"NA_KLAI_NA_Sage-45x45","purelinen","12.0000"
"NA_KLAI_NA_Sage-45x45","linenthings","30.0000"
"NA_KLAI_NA_Sage-50x50","purelinen","14.0000"
"NA_KLAI_NA_Sage-50x50","linenthings","40.0000"
"NA_KLAI_NA_Sand-45x45","purelinen","12.0000"
"NA_KLAI_NA_Sand-45x45","linenthings","30.0000"
"NA_KLAI_NA_Sand-50x50","purelinen","14.0000"
"NA_KLAI_NA_Sand-50x50","linenthings","40.0000"
"NA_KLAI_NA_Silver-45x45","purelinen","12.0000"
"NA_KLAI_NA_Silver-45x45","linenthings","30.0000"
"NA_KLAI_NA_Silver-50x50","purelinen","14.0000"
"NA_KLAI_NA_Silver-50x50","linenthings","40.0000"
"NA_KLAI_NA_Sunflower-45x45","purelinen","12.0000"
"NA_KLAI_NA_Sunflower-45x45","linenthings","30.0000"
"NA_KLAI_NA_Sunflower-50x50","purelinen","14.0000"
"NA_KLAI_NA_Sunflower-50x50","linenthings","40.0000"
"NA_KLAI_NA_Tangerine-45x45","purelinen","12.0000"
"NA_KLAI_NA_Tangerine-45x45","linenthings","30.0000"
"NA_KLAI_NA_Tangerine-50x50","purelinen","14.0000"
"NA_KLAI_NA_Tangerine-50x50","linenthings","40.0000"
"NA_KLAI_PL","purelinen","14.0000"
"NA_KLAI_PL","linenthings","40.0000"
"NA_KLAI_PL-Bayberry","purelinen","14.0000"
"NA_KLAI_PL-Bayberry","linenthings","40.0000"
"NA_KLAI_PL-Brick","purelinen","14.0000"
"NA_KLAI_PL-Brick","linenthings","40.0000"
"NA_KLAI_PL-Butter","purelinen","14.0000"
"NA_KLAI_PL-Butter","linenthings","40.0000"
"NA_KLAI_PL-Cameo","purelinen","14.0000"
"NA_KLAI_PL-Cameo","linenthings","40.0000"
"NA_KLAI_PL-Celery","purelinen","14.0000"
"NA_KLAI_PL-Celery","linenthings","40.0000"
"NA_KLAI_PL-Cinnabar","purelinen","14.0000"
"NA_KLAI_PL-Cinnabar","linenthings","40.0000"
"NA_KLAI_PL-Cobalt","purelinen","14.0000"
"NA_KLAI_PL-Cobalt","linenthings","40.0000"
"NA_KLAI_PL-Curry","purelinen","14.0000"
"NA_KLAI_PL-Curry","linenthings","40.0000"
"NA_KLAI_PL-Fern","purelinen","14.0000"
"NA_KLAI_PL-Fern","linenthings","40.0000"
"NA_KLAI_PL-Grey","purelinen","14.0000"
"NA_KLAI_PL-Grey","linenthings","40.0000"
"NA_KLAI_PL-Hazlenut","purelinen","14.0000"
"NA_KLAI_PL-Hazlenut","linenthings","40.0000"
"NA_KLAI_PL-Hunter","purelinen","14.0000"
"NA_KLAI_PL-Hunter","linenthings","40.0000"
"NA_KLAI_PL-Lavender","purelinen","14.0000"
"NA_KLAI_PL-Lavender","linenthings","40.0000"
"NA_KLAI_PL-Lime","purelinen","14.0000"
"NA_KLAI_PL-Lime","linenthings","40.0000"
"NA_KLAI_PL-Marine","purelinen","14.0000"
"NA_KLAI_PL-Marine","linenthings","40.0000"
"NA_KLAI_PL-Midnight","purelinen","14.0000"
"NA_KLAI_PL-Midnight","linenthings","40.0000"
"NA_KLAI_PL-Natural","purelinen","14.0000"
"NA_KLAI_PL-Natural","linenthings","40.0000"
"NA_KLAI_PL-Navy","purelinen","14.0000"
"NA_KLAI_PL-Navy","linenthings","40.0000"
"NA_KLAI_PL-Nutmeg","purelinen","14.0000"
"NA_KLAI_PL-Nutmeg","linenthings","40.0000"
"NA_KLAI_PL-Ocean","purelinen","14.0000"
"NA_KLAI_PL-Ocean","linenthings","40.0000"
"NA_KLAI_PL-Olive","purelinen","14.0000"
"NA_KLAI_PL-Olive","linenthings","40.0000"
"NA_KLAI_PL-Orchid","purelinen","14.0000"
"NA_KLAI_PL-Orchid","linenthings","40.0000"
"NA_KLAI_PL-Oyster","purelinen","14.0000"
"NA_KLAI_PL-Oyster","linenthings","40.0000"
"NA_KLAI_PL-Peacock","purelinen","14.0000"
