"sku","sales_channel","amount"
"HD_UL_CU_SG50X50","linenthings","145.0000"
"HD_UL_CU_SG50X50F","purelinen","60.0000"
"HD_UL_CU_SG50X50F","linenthings","145.0000"
"HD_UL_CU_SG50X50P","purelinen","60.0000"
"HD_UL_CU_SG50X50P","linenthings","145.0000"
"HD_UL_CU_SG60X60","purelinen","70.0000"
"HD_UL_CU_SG60X60","linenthings","169.0000"
"HD_UL_CU_SG60X60F","purelinen","70.0000"
"HD_UL_CU_SG60X60F","linenthings","169.0000"
"HD_UL_CU_SG60X60P","purelinen","70.0000"
"HD_UL_CU_SG60X60P","linenthings","169.0000"
"HD_UL_CU_T45X45","purelinen","55.0000"
"HD_UL_CU_T45X45","linenthings","130.0000"
"HD_UL_CU_T45X45F","purelinen","55.0000"
"HD_UL_CU_T45X45F","linenthings","130.0000"
"HD_UL_CU_T45X45P","purelinen","45.0000"
"HD_UL_CU_T45X45P","linenthings","130.0000"
"HD_UL_CU_T50X50","purelinen","60.0000"
"HD_UL_CU_T50X50","linenthings","145.0000"
"HD_UL_CU_T50X50F","purelinen","60.0000"
"HD_UL_CU_T50X50F","linenthings","145.0000"
"HD_UL_CU_T50X50P","purelinen","60.0000"
"HD_UL_CU_T50X50P","linenthings","145.0000"
"HD_UL_CU_T60X60","purelinen","70.0000"
"HD_UL_CU_T60X60","linenthings","169.0000"
"HD_UL_CU_T60X60F","purelinen","70.0000"
"HD_UL_CU_T60X60F","linenthings","169.0000"
"HD_UL_CU_T60X60P","purelinen","70.0000"
"HD_UL_CU_T60X60P","linenthings","169.0000"
"HD_UL_CU_W45X45","purelinen","55.0000"
"HD_UL_CU_W45X45","linenthings","130.0000"
"HD_UL_CU_W45X45F","purelinen","55.0000"
"HD_UL_CU_W45X45F","linenthings","130.0000"
"HD_UL_CU_W45X45P","purelinen","45.0000"
"HD_UL_CU_W45X45P","linenthings","130.0000"
"HD_UL_CU_W50X50","purelinen","60.0000"
"HD_UL_CU_W50X50","linenthings","145.0000"
"HD_UL_CU_W50X50F","purelinen","60.0000"
"HD_UL_CU_W50X50F","linenthings","145.0000"
"HD_UL_CU_W50X50P","purelinen","60.0000"
"HD_UL_CU_W50X50P","linenthings","145.0000"
"HD_UL_CU_W60X60","purelinen","70.0000"
"HD_UL_CU_W60X60","linenthings","169.0000"
"HD_UL_CU_W60X600P","purelinen","70.0000"
"HD_UL_CU_W60X600P","linenthings","169.0000"
"HD_UL_CU_W60X60F","purelinen","70.0000"
"HD_UL_CU_W60X60F","linenthings","169.0000"
"HD_UL_DE220","purelinen","690.0000"
"HD_UL_DE220","linenthings","900.0000"
"HD_UL_DE260","purelinen","750.0000"
"HD_UL_DE260","linenthings","990.0000"
"HD_UL_DE300","purelinen","810.0000"
"HD_UL_DE300","linenthings","1085.0000"
"HD_UL_S220","purelinen","690.0000"
"HD_UL_S220","linenthings","900.0000"
"HD_UL_S260","purelinen","750.0000"
"HD_UL_S260","linenthings","990.0000"
"HD_UL_S300","purelinen","810.0000"
"HD_UL_S300","linenthings","1085.0000"
"HD_U_C","purelinen",NULL
"HD_U_C","linenthings",NULL
"HD_U_CDR270X220","purelinen","445.0000"
"HD_U_CDR270X220","linenthings","495.0000"
"HD_U_CN270X220","purelinen","445.0000"
"HD_U_CN270X220","linenthings","900.0000"
"HD_U_CN270X260","purelinen","485.0000"
"HD_U_CN270X260","linenthings","990.0000"
"HD_U_CN270X300","purelinen","525.0000"
"HD_U_CN270X300","linenthings","1085.0000"
"HD_U_CT270X220","purelinen","445.0000"
"HD_U_CT270X220","linenthings","900.0000"
"HD_U_CT270X260","purelinen","485.0000"
"HD_U_CT270X260","linenthings","990.0000"
"HD_U_CT270X300","purelinen","525.0000"
"HD_U_CT270X300","linenthings","1085.0000"
"HD_U_CW270X220","purelinen","445.0000"
"HD_U_CW270X220","linenthings","900.0000"
"HD_U_CW270X260","purelinen","485.0000"
"HD_U_CW270X260","linenthings","990.0000"
"HD_U_CW270X300","purelinen","525.0000"
"HD_U_CW270X300","linenthings","1085.0000"
"HD_VENETIAN LACE","purelinen",NULL
"HD_VENETIAN LACE","linenthings",NULL
"HD_V_CUV25","purelinen","8.0000"
"HD_V_CUV25","linenthings","50.0000"
"KL_ALBANY","purelinen",NULL
"KL_ALBANY","linenthings",NULL
"KL_ALBANYTT","purelinen","15.0000"
"KL_ALBANYTT","linenthings","40.0000"
"KL_BER","purelinen",NULL
"KL_BER","linenthings",NULL
"KL_BER_TTB","purelinen","20.0000"
"KL_BER_TTB","linenthings","49.0000"
"KL_BER_TTI","purelinen","20.0000"
"KL_BER_TTI","linenthings","49.0000"
"KL_BER_TTR","purelinen","20.0000"
"KL_BER_TTR","linenthings","49.0000"
"KL_B_A","purelinen",NULL
"KL_B_A","linenthings",NULL
"KL_B_B","purelinen","50.0000"
"KL_B_B","linenthings","120.0000"
"KL_B_I","purelinen","50.0000"
"KL_B_I","linenthings","120.0000"
"KL_B_N","purelinen","50.0000"
"KL_B_N","linenthings","120.0000"
"KL_B_W","purelinen","50.0000"
"KL_B_W","linenthings","120.0000"
"KL_CAFE","purelinen",NULL
"KL_CAFE","linenthings",NULL
"KL_CAFE_A","purelinen","110.0000"
"KL_CAFE_A","linenthings","250.0000"
"KL_CAG","purelinen",NULL
"KL_CAG","linenthings",NULL
"KL_CAG_TTDR","purelinen","15.0000"
"KL_CAG_TTDR","linenthings","45.0000"
"KL_CAG_TTO","purelinen","15.0000"
"KL_CAG_TTO","linenthings","45.0000"
"KL_CAG_TTPB","purelinen","15.0000"
"KL_CAG_TTPB","linenthings","45.0000"
"KL_CAG_TTR","purelinen","15.0000"
"KL_CAG_TTR","linenthings","45.0000"
"KL_CAG_TTS","purelinen","15.0000"
"KL_CAG_TTS","linenthings","45.0000"
"KL_CAG_TTW ","purelinen","15.0000"
"KL_CAG_TTW ","linenthings","45.0000"
"KL_CC","linenthings",NULL
"KL_CC_TTCCB","linenthings","30.0000"
"KL_CC_TTCCN","linenthings","30.0000"
"KL_CC_TTCCR","linenthings","30.0000"
"KL_CHEF","purelinen",NULL
"KL_CHEF","linenthings",NULL
"KL_CHEF_A","purelinen","99.0000"
"KL_CHEF_A","linenthings","250.0000"
"KL_DELUXE","purelinen",NULL
"KL_DELUXE","linenthings",NULL
"KL_DEL_A","purelinen","99.0000"
"KL_DEL_A","linenthings","250.0000"
"KL_EDG","purelinen",NULL
"KL_EDG","linenthings",NULL
"KL_EDG_ASWWBNF","purelinen","50.0000"
"KL_EDG_ASWWBNF","linenthings","140.0000"
"KL_EDG_AWBD","purelinen","50.0000"
"KL_EDG_AWBD","linenthings","110.0000"
"KL_EDG_B","purelinen",NULL
"KL_EDG_B","linenthings",NULL
"KL_EDG_B_N","purelinen","90.0000"
"KL_EDG_B_N","linenthings","170.0000"
"KL_EDG_FN","purelinen","50.0000"
"KL_EDG_FN","linenthings","120.0000"
"KL_EDG_OW","purelinen","50.0000"
"KL_EDG_OW","linenthings","140.0000"
"KL_EDG_SN","purelinen","90.0000"
"KL_EDG_SN","linenthings","120.0000"
"KL_EDG_SWT","purelinen","90.0000"
"KL_EDG_SWT","linenthings","140.0000"
"KL_EDG_SWW","purelinen","90.0000"
"KL_EDG_SWW","linenthings","140.0000"
"KL_FEL","purelinen",NULL
"KL_FEL","linenthings",NULL
"KL_FEL_AB","purelinen","65.0000"
"KL_FEL_AB","linenthings","160.0000"
"KL_FEL_CG","purelinen","65.0000"
"KL_FEL_CG","linenthings","160.0000"
"KL_FEL_CH","purelinen","65.0000"
"KL_FEL_CH","linenthings","160.0000"
"KL_FEL_CIT","purelinen","65.0000"
"KL_FEL_CIT","linenthings","160.0000"
"KL_FEL_COB","purelinen","65.0000"
"KL_FEL_COB","linenthings","160.0000"
"KL_FEL_DE","purelinen","95.0000"
"KL_FEL_DE","linenthings","250.0000"
"KL_FEL_DEN","purelinen","65.0000"
"KL_FEL_DEN","linenthings","160.0000"
"KL_FEL_DR","purelinen","110.0000"
"KL_FEL_DR","linenthings","250.0000"
"KL_FEL_FN","purelinen","65.0000"
"KL_FEL_FN","linenthings","160.0000"
"KL_FEL_NAT","purelinen","65.0000"
"KL_FEL_NAT","linenthings","160.0000"
"KL_FEL_NB","purelinen",NULL
"KL_FEL_NB","linenthings",NULL
"KL_FEL_NB_AB","purelinen","60.0000"
"KL_FEL_NB_AB","linenthings","120.0000"
"KL_FEL_NB_CHAR","purelinen","60.0000"
"KL_FEL_NB_CHAR","linenthings","120.0000"
"KL_FEL_NB_DENIM","purelinen","60.0000"
"KL_FEL_NB_DENIM","linenthings","120.0000"
"KL_FEL_NB_NAT","purelinen","60.0000"
"KL_FEL_NB_NAT","linenthings","120.0000"
"KL_FEL_NB_OW","purelinen","60.0000"
"KL_FEL_NB_OW","linenthings","120.0000"
"KL_FEL_NB_PB","purelinen","60.0000"
"KL_FEL_NB_PB","linenthings","120.0000"
"KL_FEL_NB_SEMINAT","purelinen","60.0000"
"KL_FEL_NB_SEMINAT","linenthings","120.0000"
"KL_FEL_NB_SWN","purelinen","100.0000"
"KL_FEL_NB_SWN","linenthings","240.0000"
"KL_FEL_NB_SWT","purelinen","100.0000"
"KL_FEL_NB_SWT","linenthings","240.0000"
"KL_FEL_NB_SWW","purelinen","100.0000"
"KL_FEL_NB_SWW","linenthings","240.0000"
"KL_FEL_NB_TG","purelinen","60.0000"
"KL_FEL_NB_TG","linenthings","120.0000"
"KL_FEL_NUDE","purelinen","110.0000"
"KL_FEL_NUDE","linenthings","250.0000"
"KL_FEL_OG","purelinen","65.0000"
"KL_FEL_OG","linenthings","160.0000"
"KL_FEL_OG.","purelinen","110.0000"
"KL_FEL_OG.","linenthings","250.0000"
"KL_FEL_OW","purelinen","65.0000"
"KL_FEL_OW","linenthings","160.0000"
"KL_FEL_PB","purelinen","65.0000"
"KL_FEL_PB","linenthings","160.0000"
"KL_FEL_S","purelinen","95.0000"
"KL_FEL_S","linenthings","250.0000"
"KL_FEL_SEMINAT","purelinen","65.0000"
"KL_FEL_SEMINAT","linenthings","160.0000"
"KL_FEL_SG","purelinen","110.0000"
"KL_FEL_SG","linenthings","250.0000"
"KL_FEL_SWNAT","purelinen","110.0000"
"KL_FEL_SWNAT","linenthings","250.0000"
"KL_FEL_SWT","purelinen","110.0000"
"KL_FEL_SWT","linenthings","250.0000"
"KL_FEL_SWW","purelinen","110.0000"
"KL_FEL_SWW","linenthings","250.0000"
"KL_FEL_TG","purelinen","65.0000"
"KL_FEL_TG","linenthings","160.0000"
"KL_FM","linenthings",NULL
"KL_FME_TT.","linenthings","60.0000"
"KL_FM_TTB","linenthings","50.0000"
"KL_FM_TTPB","linenthings","50.0000"
"KL_FM_TTPP","linenthings","50.0000"
"KL_GAL_TTP","purelinen","15.0000"
"KL_GAL_TTP","linenthings","45.0000"
"KL_H_TT50X80","purelinen","15.0000"
"KL_H_TT50X80","linenthings","40.0000"
"KL_INPBCOG","linenthings","120.0000"
"KL_IS_TT","purelinen",NULL
"KL_IS_TT","linenthings",NULL
"KL_IS_TTCG50x70","purelinen","15.0000"
"KL_IS_TTCG50x70","linenthings","40.0000"
"KL_IS_TTCI50x70","purelinen","15.0000"
"KL_IS_TTCI50x70","linenthings","40.0000"
"KL_IS_TTCO50x70","purelinen","15.0000"
"KL_IS_TTCO50x70","linenthings","40.0000"
"KL_IS_TTD","purelinen","15.0000"
"KL_IS_TTD","linenthings","40.0000"
"KL_IS_TTOG50x70","purelinen","15.0000"
"KL_IS_TTOG50x70","linenthings","40.0000"
"KL_IS_TT_FN50x70","purelinen","15.0000"
"KL_IS_TT_FN50x70","linenthings","40.0000"
"KL_IS_TT_PB50X70","purelinen","15.0000"
"KL_IS_TT_PB50X70","linenthings","40.0000"
"KL_KLAI_TT","purelinen","15.0000"
"KL_KLAI_TT","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Bayberry","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Bayberry","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Brick","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Brick","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Butter","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Butter","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Cameo","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Cameo","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Celery","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Celery","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Cinnabar","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Cinnabar","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Cobalt","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Cobalt","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Curry","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Curry","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Fern","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Fern","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Grey","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Grey","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Hazlenut","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Hazlenut","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Hunter","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Hunter","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Lavender","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Lavender","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Lime","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Lime","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Marine","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Marine","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Midnight","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Midnight","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Natural","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Natural","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Navy","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Navy","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Nutmeg","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Nutmeg","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Ocean","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Ocean","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Olive","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Olive","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Orchid","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Orchid","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Oyster","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Oyster","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Peacock","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Peacock","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Pewter","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Pewter","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Rose Quartz","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Rose Quartz","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Royal Blue","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Royal Blue","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Sage","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Sage","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Sand","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Sand","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Silver","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Silver","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Sunflower","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Sunflower","linenthings","40.0000"
"KL_KLAI_TT-KLAIPĖDA Tangerine","purelinen","15.0000"
"KL_KLAI_TT-KLAIPĖDA Tangerine","linenthings","40.0000"
"KL_KLAI_TT-Rouge Red","purelinen","15.0000"
"KL_KLAI_TT-Rouge Red","linenthings","40.0000"
"KL_LeC","linenthings",NULL
"KL_LeC_TTLCB","purelinen","12.0000"
"KL_LeC_TTLCB","linenthings","60.0000"
"KL_LeC_TTLCR","purelinen","12.0000"
"KL_LeC_TTLCR","linenthings","60.0000"
"KL_LES_TT","purelinen",NULL
"KL_LES_TT","linenthings",NULL
"KL_LES_TTN46x70","purelinen","20.0000"
"KL_LES_TTN46x70","linenthings","40.0000"
"KL_LES_TT_AB46x70","purelinen","20.0000"
"KL_LES_TT_AB46x70","linenthings","40.0000"
"KL_LES_TT_C46x70","purelinen","20.0000"
"KL_LES_TT_C46x70","linenthings","40.0000"
"KL_LES_TT_CG46x70","purelinen","20.0000"
"KL_LES_TT_CG46x70","linenthings","40.0000"
"KL_LES_TT_CIT46x70","purelinen","20.0000"
"KL_LES_TT_CIT46x70","linenthings","40.0000"
"KL_LES_TT_COB46x70","purelinen","20.0000"
"KL_LES_TT_COB46x70","linenthings","40.0000"
"KL_LES_TT_D46x70","purelinen","20.0000"
"KL_LES_TT_D46x70","linenthings","40.0000"
"KL_LES_TT_F46x70N","purelinen","20.0000"
"KL_LES_TT_F46x70N","linenthings","40.0000"
"KL_LES_TT_HBC","purelinen","20.0000"
"KL_LES_TT_HBC","linenthings","40.0000"
"KL_LES_TT_HBN","purelinen","20.0000"
"KL_LES_TT_HBN","linenthings","40.0000"
"KL_LES_TT_HBOW","purelinen","20.0000"
"KL_LES_TT_HBOW","linenthings","40.0000"
"KL_LES_TT_HBP","purelinen","20.0000"
"KL_LES_TT_HBP","linenthings","40.0000"
"KL_LES_TT_HBPB","purelinen","20.0000"
"KL_LES_TT_HBPB","linenthings","50.0000"
"KL_LES_TT_OG46x70","purelinen","20.0000"
"KL_LES_TT_OG46x70","linenthings","40.0000"
"KL_LES_TT_OW46x70","purelinen","20.0000"
"KL_LES_TT_OW46x70","linenthings","40.0000"
"KL_LES_TT_PB46x70","purelinen","20.0000"
"KL_LES_TT_PB46x70","linenthings","40.0000"
"KL_LES_TT_SN46x70","purelinen","20.0000"
"KL_LES_TT_SN46x70","linenthings","40.0000"
"KL_LES_TT_TG46x70","purelinen","20.0000"
"KL_LES_TT_TG46x70","linenthings","40.0000"
"KL_MC_TT","linenthings",NULL
"KL_MC_TTC","linenthings","40.0000"
"KL_MC_TTN","linenthings","40.0000"
"KL_MC_TTOW","linenthings","40.0000"
"KL_OLI","linenthings",NULL
"KL_OLI_TTOB","purelinen","18.0000"
"KL_OLI_TTOB","linenthings","49.0000"
"KL_PL","purelinen",NULL
"KL_PL","linenthings",NULL
"KL_PL_TTB","purelinen","10.0000"
"KL_PL_TTB","linenthings","30.0000"
"KL_PL_TTN","purelinen","10.0000"
"KL_PL_TTN","linenthings","30.0000"
"KL_PL_TTR","purelinen","10.0000"
"KL_PL_TTR","linenthings","30.0000"
"KL_STR_TTST","purelinen","12.0000"
"KL_STR_TTST","linenthings","29.9900"
"KL_STR_TTSW","purelinen","12.0000"
"KL_STR_TTSW","linenthings","29.9900"
"KL_ST_TT","purelinen",NULL
"KL_ST_TT","linenthings",NULL
"KL_ST_TTBSN","purelinen","15.0000"
"KL_ST_TTBSN","linenthings","40.0000"
"KL_ST_TTBW","purelinen","15.0000"
"KL_ST_TTBW","linenthings","40.0000"
"KL_ST_TTG","purelinen","15.0000"
"KL_ST_TTG","linenthings","40.0000"
"KL_ST_TTI","purelinen","15.0000"
"KL_ST_TTI","linenthings","40.0000"
"KL_TTBOT","linenthings","120.0000"
"KL_TTBPM","linenthings","160.0000"
"KL_TTBPOR","linenthings","160.0000"
"KL_TTBPORx3","linenthings","120.0000"
"KL_TTBR","linenthings","160.0000"
"KL_TTFNW","linenthings","80.0000"
"KL_TTINCC","linenthings","80.0000"
"KL_TTTO","linenthings","80.0000"
"KL_TUSAN_NATP","purelinen","9.0000"
"KL_TUSAN_NATP","linenthings","20.0000"
"KL_TUSAN_NATS","purelinen","9.0000"
"KL_TUSAN_NATS","linenthings","20.0000"
"KL_TUSAN_NATWY","purelinen","9.0000"
"KL_TUSAN_NATWY","linenthings","20.0000"
"KL_TUSAN_NATY","purelinen","7.0000"
"KL_TUSAN_NATY","linenthings","15.0000"
"KL_TUSCAP_W","purelinen","49.9900"
"KL_TUSCAP_W","linenthings","109.9900"
"MISC_CSN","linenthings","360.0000"
"Misc_vc25x50","linenthings","40.0000"
"ML_MASKPLAIW","linenthings","20.0000"
"NA_ALB_NA","purelinen",NULL
"NA_ALB_NA","linenthings",NULL
"NA_ALB_NABF45","purelinen","10.0000"
"NA_ALB_NABF45","linenthings","40.0000"
"NA_AM","purelinen",NULL
"NA_AM","linenthings",NULL
"NA_AM_CNC12","purelinen","10.0000"
"NA_AM_CNC12","linenthings","14.0000"
"NA_AM_CNC22","purelinen","4.0000"
"NA_AM_CNC22","linenthings","20.0000"
"NA_AM_CNN12","purelinen","10.0000"
"NA_AM_CNN12","linenthings","14.0000"
"NA_AM_CNN22","purelinen","4.0000"
"NA_AM_CNN22","linenthings","20.0000"
"NA_AM_CNSB12","purelinen","10.0000"
"NA_AM_CNSB12","linenthings","14.0000"
"NA_AM_CNSB22","purelinen","4.0000"
"NA_AM_CNSB22","linenthings","20.0000"
"NA_AM_CNSG12","purelinen","10.0000"
"NA_AM_CNSG12","linenthings","14.0000"
"NA_AM_CNSG22","purelinen","4.0000"
"NA_AM_CNSG22","linenthings","20.0000"
"NA_AM_CNT12","purelinen","10.0000"
"NA_AM_CNT12","linenthings","14.0000"
"NA_AM_CNT22","purelinen","4.0000"
"NA_AM_CNT22","linenthings","20.0000"
"NA_AM_NAC45","purelinen","8.0000"
"NA_AM_NAC45","linenthings","30.0000"
"NA_AM_NAC50","purelinen","9.0000"
"NA_AM_NAC50","linenthings","40.0000"
"NA_AM_NAC60","purelinen","12.0000"
"NA_AM_NAC60","linenthings","50.0000"
"NA_AM_NAN45","purelinen","8.0000"
"NA_AM_NAN45","linenthings","30.0000"
"NA_AM_NAN50","purelinen","9.0000"
"NA_AM_NAN50","linenthings","40.0000"
"NA_AM_NAN60","purelinen","12.0000"
"NA_AM_NAN60","linenthings","50.0000"
"NA_AM_NASB45","purelinen","8.0000"
"NA_AM_NASB45","linenthings","30.0000"
"NA_AM_NASB50","purelinen","9.0000"
"NA_AM_NASB50","linenthings","40.0000"
"NA_AM_NASB60","purelinen","12.0000"
"NA_AM_NASB60","linenthings","50.0000"
"NA_AM_NASG45","purelinen","8.0000"
"NA_AM_NASG45","linenthings","30.0000"
"NA_AM_NASG50","purelinen","9.0000"
"NA_AM_NASG50","linenthings","40.0000"
"NA_AM_NASG60","purelinen","12.0000"
"NA_AM_NASG60","linenthings","60.0000"
"NA_AM_NAT45","purelinen","8.0000"
"NA_AM_NAT45","linenthings","30.0000"
"NA_AM_NAT50","purelinen","9.0000"
"NA_AM_NAT50","linenthings","40.0000"
"NA_AM_NAT60","purelinen","12.0000"
"NA_AM_NAT60","linenthings","50.0000"
"NA_AM_PMC35X50","purelinen","8.0000"
"NA_AM_PMC35X50","linenthings","30.0000"
"NA_AM_PMN35X50","purelinen","8.0000"
"NA_AM_PMN35X50","linenthings","30.0000"
"NA_AM_PMSB35X50","purelinen","8.0000"
"NA_AM_PMSB35X50","linenthings","30.0000"
"NA_AM_PMSG35X50","purelinen","8.0000"
"NA_AM_PMSG35X50","linenthings","30.0000"
"NA_AM_PMT35X50","purelinen","8.0000"
"NA_AM_PMT35X50","linenthings","30.0000"
"NA_AM_RU50X180","purelinen","50.0000"
"NA_AM_RU50X180","linenthings","90.0000"
"NA_AM_RUC50X180","purelinen","50.0000"
"NA_AM_RUC50X180","linenthings","90.0000"
"NA_AM_RUN50X180","purelinen","50.0000"
"NA_AM_RUN50X180","linenthings","90.0000"
"NA_AM_RUSB50X180","purelinen","50.0000"
"NA_AM_RUSB50X180","linenthings","90.0000"
"NA_AM_RUT50X180","purelinen","50.0000"
"NA_AM_RUT50X180","linenthings","90.0000"
"NA_AM_TCC180D","purelinen","195.0000"
"NA_AM_TCC180D","linenthings","300.0000"
"NA_AM_TCC180X180","purelinen","145.0000"
"NA_AM_TCC180X180","linenthings","530.0000"
"NA_AM_TCC180X250","purelinen","190.0000"
"NA_AM_TCC180X250","linenthings","570.0000"
"NA_AM_TCC180X280","purelinen","210.0000"
"NA_AM_TCC180X280","linenthings","610.0000"
"NA_AM_TCC180X320","purelinen","240.0000"
"NA_AM_TCC180X320","linenthings","650.0000"
"NA_AM_TCC180X360","purelinen","270.0000"
"NA_AM_TCC180X360","linenthings","690.0000"
"NA_AM_TCC180X400","purelinen","310.0000"
"NA_AM_TCC180X400","linenthings","730.0000"
"NA_AM_TCC200D","purelinen","160.0000"
"NA_AM_TCC200D","linenthings","320.0000"
"NA_AM_TCC220D","purelinen","235.0000"
"NA_AM_TCC220D","linenthings","570.0000"
"NA_AM_TCN180D","purelinen","195.0000"
"NA_AM_TCN180D","linenthings","300.0000"
"NA_AM_TCN180X180","purelinen","145.0000"
"NA_AM_TCN180X180","linenthings","530.0000"
"NA_AM_TCN180X250","purelinen","190.0000"
"NA_AM_TCN180X250","linenthings","570.0000"
"NA_AM_TCN180X280","purelinen","210.0000"
"NA_AM_TCN180X280","linenthings","610.0000"
"NA_AM_TCN180X320","purelinen","240.0000"
"NA_AM_TCN180X320","linenthings","650.0000"
"NA_AM_TCN180X360","purelinen","270.0000"
"NA_AM_TCN180X360","linenthings","690.0000"
"NA_AM_TCN180X400","purelinen","310.0000"
"NA_AM_TCN180X400","linenthings","730.0000"
"NA_AM_TCN200D","purelinen","160.0000"
"NA_AM_TCN200D","linenthings","320.0000"
"NA_AM_TCN270D","purelinen","235.0000"
"NA_AM_TCN270D","linenthings","440.0000"
"NA_AM_TCSB180D","purelinen","195.0000"
"NA_AM_TCSB180D","linenthings","300.0000"
"NA_AM_TCSB180X180","purelinen","145.0000"
"NA_AM_TCSB180X180","linenthings","530.0000"
"NA_AM_TCSB180X250","purelinen","190.0000"
"NA_AM_TCSB180X250","linenthings","570.0000"
"NA_AM_TCSB180X280","purelinen","210.0000"
"NA_AM_TCSB180X280","linenthings","610.0000"
"NA_AM_TCSB180X320","purelinen","240.0000"
"NA_AM_TCSB180X320","linenthings","650.0000"
"NA_AM_TCSB180X360","purelinen","270.0000"
"NA_AM_TCSB180X360","linenthings","690.0000"
"NA_AM_TCSB180X400","purelinen","310.0000"
"NA_AM_TCSB180X400","linenthings","730.0000"
"NA_AM_TCSB200D","purelinen","160.0000"
"NA_AM_TCSB200D","linenthings","320.0000"
"NA_AM_TCSB220D","purelinen","235.0000"
"NA_AM_TCSB220D","linenthings","570.0000"
"NA_AM_TCSG180D","purelinen","195.0000"
"NA_AM_TCSG180D","linenthings","300.0000"
"NA_AM_TCSG180X180","purelinen","145.0000"
"NA_AM_TCSG180X180","linenthings","530.0000"
"NA_AM_TCSG180X250","purelinen","190.0000"
"NA_AM_TCSG180X250","linenthings","570.0000"
"NA_AM_TCSG180X280","purelinen","210.0000"
"NA_AM_TCSG180X280","linenthings","610.0000"
"NA_AM_TCSG180X320","purelinen","240.0000"
"NA_AM_TCSG180X320","linenthings","650.0000"
