Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,,,Product Image 1 Url,Product Image 2 Url
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lavender-180x280,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lavender-180x280,Size,TC-Lavender-180x280,,,,NA_KLAI_TC-Lavender-180x280,,FALSE,TRUE,,,,,,,,,,450,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lavender-180x320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lavender-180x320,Size,TC-Lavender-180x320,,,,NA_KLAI_TC-Lavender-180x320,,FALSE,TRUE,,,,,,,,,,500,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lavender-180x360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lavender-180x360,Size,TC-Lavender-180x360,,,,NA_KLAI_TC-Lavender-180x360,,FALSE,TRUE,,,,,,,,,,590,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lavender-180x400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lavender-180x400,Size,TC-Lavender-180x400,,,,NA_KLAI_TC-Lavender-180x400,,FALSE,TRUE,,,,,,,,,,650,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lavender-180x500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lavender-180x500,Size,TC-Lavender-180x500,,,,NA_KLAI_TC-Lavender-180x500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-146 X 180,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-146 X 180,Size,TC-Lime-146 X 180,,,,NA_KLAI_TC-Lime-146 X 180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-146 X 250,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-146 X 250,Size,TC-Lime-146 X 250,,,,NA_KLAI_TC-Lime-146 X 250,,FALSE,TRUE,,,,,,,,,,350,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-146 X 280,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-146 X 280,Size,TC-Lime-146 X 280,,,,NA_KLAI_TC-Lime-146 X 280,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-146 X 320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-146 X 320,Size,TC-Lime-146 X 320,,,,NA_KLAI_TC-Lime-146 X 320,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-146 X 360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-146 X 360,Size,TC-Lime-146 X 360,,,,NA_KLAI_TC-Lime-146 X 360,,FALSE,TRUE,,,,,,,,,,550,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-146 X 400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-146 X 400,Size,TC-Lime-146 X 400,,,,NA_KLAI_TC-Lime-146 X 400,,FALSE,TRUE,,,,,,,,,,600,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-146 X 500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-146 X 500,Size,TC-Lime-146 X 500,,,,NA_KLAI_TC-Lime-146 X 500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-180x180,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-180x180,Size,TC-Lime-180x180,,,,NA_KLAI_TC-Lime-180x180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-180x250,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-180x250,Size,TC-Lime-180x250,,,,NA_KLAI_TC-Lime-180x250,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-180x280,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-180x280,Size,TC-Lime-180x280,,,,NA_KLAI_TC-Lime-180x280,,FALSE,TRUE,,,,,,,,,,450,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-180x320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-180x320,Size,TC-Lime-180x320,,,,NA_KLAI_TC-Lime-180x320,,FALSE,TRUE,,,,,,,,,,500,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-180x360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-180x360,Size,TC-Lime-180x360,,,,NA_KLAI_TC-Lime-180x360,,FALSE,TRUE,,,,,,,,,,590,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-180x400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-180x400,Size,TC-Lime-180x400,,,,NA_KLAI_TC-Lime-180x400,,FALSE,TRUE,,,,,,,,,,650,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Lime-180x500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Lime-180x500,Size,TC-Lime-180x500,,,,NA_KLAI_TC-Lime-180x500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-146 X 180,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-146 X 180,Size,TC-Marine-146 X 180,,,,NA_KLAI_TC-Marine-146 X 180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-146 X 250,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-146 X 250,Size,TC-Marine-146 X 250,,,,NA_KLAI_TC-Marine-146 X 250,,FALSE,TRUE,,,,,,,,,,350,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-180x280,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-180x280,Size,TC-Marine-180x280,,,,NA_KLAI_TC-Marine-180x280,,FALSE,TRUE,,,,,,,,,,450,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-180x320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-180x320,Size,TC-Marine-180x320,,,,NA_KLAI_TC-Marine-180x320,,FALSE,TRUE,,,,,,,,,,500,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-180x360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-180x360,Size,TC-Marine-180x360,,,,NA_KLAI_TC-Marine-180x360,,FALSE,TRUE,,,,,,,,,,590,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-180x400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-180x400,Size,TC-Marine-180x400,,,,NA_KLAI_TC-Marine-180x400,,FALSE,TRUE,,,,,,,,,,650,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-180x500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-180x500,Size,TC-Marine-180x500,,,,NA_KLAI_TC-Marine-180x500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Midnight-146 X 180,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Midnight-146 X 180,Size,TC-Midnight-146 X 180,,,,NA_KLAI_TC-Midnight-146 X 180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Midnight-146 X 250,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Midnight-146 X 250,Size,TC-Midnight-146 X 250,,,,NA_KLAI_TC-Midnight-146 X 250,,FALSE,TRUE,,,,,,,,,,350,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Midnight-146 X 320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Midnight-146 X 320,Size,TC-Midnight-146 X 320,,,,NA_KLAI_TC-Midnight-146 X 320,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Midnight-146 X 360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Midnight-146 X 360,Size,TC-Midnight-146 X 360,,,,NA_KLAI_TC-Midnight-146 X 360,,FALSE,TRUE,,,,,,,,,,550,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Midnight-146 X 400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Midnight-146 X 400,Size,TC-Midnight-146 X 400,,,,NA_KLAI_TC-Midnight-146 X 400,,FALSE,TRUE,,,,,,,,,,600,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Midnight-146 X 500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Midnight-146 X 500,Size,TC-Midnight-146 X 500,,,,NA_KLAI_TC-Midnight-146 X 500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Midnight-180x180,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Midnight-180x180,Size,TC-Midnight-180x180,,,,NA_KLAI_TC-Midnight-180x180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Midnight-180x250,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Midnight-180x250,Size,TC-Midnight-180x250,,,,NA_KLAI_TC-Midnight-180x250,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Midnight-180x360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Midnight-180x360,Size,TC-Midnight-180x360,,,,NA_KLAI_TC-Midnight-180x360,,FALSE,TRUE,,,,,,,,,,590,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Midnight-180x400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Midnight-180x400,Size,TC-Midnight-180x400,,,,NA_KLAI_TC-Midnight-180x400,,FALSE,TRUE,,,,,,,,,,650,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Midnight-180x500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Midnight-180x500,Size,TC-Midnight-180x500,,,,NA_KLAI_TC-Midnight-180x500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-146 X 280,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-146 X 280,Size,TC-Marine-146 X 280,,,,NA_KLAI_TC-Marine-146 X 280,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-146 X 320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-146 X 320,Size,TC-Marine-146 X 320,,,,NA_KLAI_TC-Marine-146 X 320,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-146 X 360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-146 X 360,Size,TC-Marine-146 X 360,,,,NA_KLAI_TC-Marine-146 X 360,,FALSE,TRUE,,,,,,,,,,550,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-146 X 400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-146 X 400,Size,TC-Marine-146 X 400,,,,NA_KLAI_TC-Marine-146 X 400,,FALSE,TRUE,,,,,,,,,,600,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Marine-146 X 500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Marine-146 X 500,Size,TC-Marine-146 X 500,,,,NA_KLAI_TC-Marine-146 X 500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-146 X 180,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-146 X 180,Size,TC-Natural-146 X 180,,,,NA_KLAI_TC-Natural-146 X 180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-146 X 250,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-146 X 250,Size,TC-Natural-146 X 250,,,,NA_KLAI_TC-Natural-146 X 250,,FALSE,TRUE,,,,,,,,,,350,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-146 X 280,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-146 X 280,Size,TC-Natural-146 X 280,,,,NA_KLAI_TC-Natural-146 X 280,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-146 X 320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-146 X 320,Size,TC-Natural-146 X 320,,,,NA_KLAI_TC-Natural-146 X 320,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-146 X 360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-146 X 360,Size,TC-Natural-146 X 360,,,,NA_KLAI_TC-Natural-146 X 360,,FALSE,TRUE,,,,,,,,,,550,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-146 X 400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-146 X 400,Size,TC-Natural-146 X 400,,,,NA_KLAI_TC-Natural-146 X 400,,FALSE,TRUE,,,,,,,,,,600,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-146 X 500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-146 X 500,Size,TC-Natural-146 X 500,,,,NA_KLAI_TC-Natural-146 X 500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-180x180,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-180x180,Size,TC-Natural-180x180,,,,NA_KLAI_TC-Natural-180x180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-180x250,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-180x250,Size,TC-Natural-180x250,,,,NA_KLAI_TC-Natural-180x250,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-180x280,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-180x280,Size,TC-Natural-180x280,,,,NA_KLAI_TC-Natural-180x280,,FALSE,TRUE,,,,,,,,,,450,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-180x320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-180x320,Size,TC-Natural-180x320,,,,NA_KLAI_TC-Natural-180x320,,FALSE,TRUE,,,,,,,,,,500,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-180x360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-180x360,Size,TC-Natural-180x360,,,,NA_KLAI_TC-Natural-180x360,,FALSE,TRUE,,,,,,,,,,590,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-180x400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-180x400,Size,TC-Natural-180x400,,,,NA_KLAI_TC-Natural-180x400,,FALSE,TRUE,,,,,,,,,,650,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Natural-180x500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Natural-180x500,Size,TC-Natural-180x500,,,,NA_KLAI_TC-Natural-180x500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-146 X 180,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-146 X 180,Size,TC-Navy-146 X 180,,,,NA_KLAI_TC-Navy-146 X 180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-146 X 250,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-146 X 250,Size,TC-Navy-146 X 250,,,,NA_KLAI_TC-Navy-146 X 250,,FALSE,TRUE,,,,,,,,,,350,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-146 X 280,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-146 X 280,Size,TC-Navy-146 X 280,,,,NA_KLAI_TC-Navy-146 X 280,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-146 X 320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-146 X 320,Size,TC-Navy-146 X 320,,,,NA_KLAI_TC-Navy-146 X 320,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-146 X 360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-146 X 360,Size,TC-Navy-146 X 360,,,,NA_KLAI_TC-Navy-146 X 360,,FALSE,TRUE,,,,,,,,,,550,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-146 X 400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-146 X 400,Size,TC-Navy-146 X 400,,,,NA_KLAI_TC-Navy-146 X 400,,FALSE,TRUE,,,,,,,,,,600,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-146 X 500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-146 X 500,Size,TC-Navy-146 X 500,,,,NA_KLAI_TC-Navy-146 X 500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-180x180,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-180x180,Size,TC-Navy-180x180,,,,NA_KLAI_TC-Navy-180x180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-180x250,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-180x250,Size,TC-Navy-180x250,,,,NA_KLAI_TC-Navy-180x250,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-180x280,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-180x280,Size,TC-Navy-180x280,,,,NA_KLAI_TC-Navy-180x280,,FALSE,TRUE,,,,,,,,,,450,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-180x320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-180x320,Size,TC-Navy-180x320,,,,NA_KLAI_TC-Navy-180x320,,FALSE,TRUE,,,,,,,,,,500,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-180x360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-180x360,Size,TC-Navy-180x360,,,,NA_KLAI_TC-Navy-180x360,,FALSE,TRUE,,,,,,,,,,590,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-180x400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-180x400,Size,TC-Navy-180x400,,,,NA_KLAI_TC-Navy-180x400,,FALSE,TRUE,,,,,,,,,,650,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Navy-180x500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Navy-180x500,Size,TC-Navy-180x500,,,,NA_KLAI_TC-Navy-180x500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 180,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 180,Size,TC-Nutmeg-146 X 180,,,,NA_KLAI_TC-Nutmeg-146 X 180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 250,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 250,Size,TC-Nutmeg-146 X 250,,,,NA_KLAI_TC-Nutmeg-146 X 250,,FALSE,TRUE,,,,,,,,,,350,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 280,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 280,Size,TC-Nutmeg-146 X 280,,,,NA_KLAI_TC-Nutmeg-146 X 280,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 320,Size,TC-Nutmeg-146 X 320,,,,NA_KLAI_TC-Nutmeg-146 X 320,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 360,Size,TC-Nutmeg-146 X 360,,,,NA_KLAI_TC-Nutmeg-146 X 360,,FALSE,TRUE,,,,,,,,,,550,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 400,Size,TC-Nutmeg-146 X 400,,,,NA_KLAI_TC-Nutmeg-146 X 400,,FALSE,TRUE,,,,,,,,,,600,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 500,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-146 X 500,Size,TC-Nutmeg-146 X 500,,,,NA_KLAI_TC-Nutmeg-146 X 500,,FALSE,TRUE,,,,,,,,,,700,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-180x180,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-180x180,Size,TC-Nutmeg-180x180,,,,NA_KLAI_TC-Nutmeg-180x180,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-180x250,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-180x250,Size,TC-Nutmeg-180x250,,,,NA_KLAI_TC-Nutmeg-180x250,,FALSE,TRUE,,,,,,,,,,400,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-180x280,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-180x280,Size,TC-Nutmeg-180x280,,,,NA_KLAI_TC-Nutmeg-180x280,,FALSE,TRUE,,,,,,,,,,450,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-180x320,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-180x320,Size,TC-Nutmeg-180x320,,,,NA_KLAI_TC-Nutmeg-180x320,,FALSE,TRUE,,,,,,,,,,500,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-180x360,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-180x360,Size,TC-Nutmeg-180x360,,,,NA_KLAI_TC-Nutmeg-180x360,,FALSE,TRUE,,,,,,,,,,590,,,,
,na-klai-t,KLAIP_DA Tablecloths,,KLAIP_DA TABLECLOTHS Nutmeg-180x400,published,,,,,,,,,,,,,TRUE,,,KLAIP_DA TABLECLOTHS Nutmeg-180x400,Size,TC-Nutmeg-180x400,,,,NA_KLAI_TC-Nutmeg-180x400,,FALSE,TRUE,,,,,,,,,,650,,,,
