Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant Option 1 Name,Variant Option 1 Value,Variant Option 2 Name,Variant Option 2 Value,,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,,,Product Image 1 Url,Product Image 2 Url
,kl-les-t,LESUEUR Tea Towel,,LESUEUR Tea Towel Herringbone Persian Blue 46x70,published,,,,,,,,,,,,,TRUE,,,LESUEUR Tea Towel Herringbone Persian Blue 46x70,Size,TT_HBPB,,,,KL_LES_TT_HBPB,,FALSE,TRUE,,,,,,,,,,40,,,,
,kl-mc-tt,Modern Classic Tea Towel,,Modern Classic Tea Towel Single Hem Stitched Colour Eco Natural Flax Size 45 x 85,published,,,,,,,,,,,,,TRUE,,,Modern Classic Tea Towel Single Hem Stitched Colour Eco Natural Flax Size 45 x 85,Size,TTN,,,,KL_MC_TTN,,FALSE,TRUE,,,,,,,,,,40,,,,
,kl-mc-tt,Modern Classic Tea Towel,,Modern Classic Tea Towel Single Hem Stitched Colour Optical White Size 45 x 85,published,,,,,,,,,,,,,TRUE,,,Modern Classic Tea Towel Single Hem Stitched Colour Optical White Size 45 x 85,Size,TTOW,,,,KL_MC_TTOW,,FALSE,TRUE,,,,,,,,,,40,,,,
,kl-mc-tt,Modern Classic Tea Towel,,Modern Classic Tea Towel Single Hem Stitched Colour Charcoal Size 45 x 85,published,,,,,,,,,,,,,TRUE,,,Modern Classic Tea Towel Single Hem Stitched Colour Charcoal Size 45 x 85,Size,TTC,,,,KL_MC_TTC,,FALSE,TRUE,,,,,,,,,,40,,,,
,kl-oli,Olives Tea Towels ,,Olives Tea Towels Lilac Borders Jacquard  Composition 56%linen/44%cotton Size 50x70 cm ,published,,,,,,,,,,,,,TRUE,,,Olives Tea Towels with Lilac Borders Size 50x70 cm,Size,TTOB,,,,KL_OLI_TTOB,,FALSE,TRUE,,,,,,,,,,49,,,,
,kl-pl,Pure Linen Glass Cloth Tea Towels ,,Pure Linen Glass Cloth Tea Towel White & Natural Border Composition 56%linen/44%cotton Size 50x80 ,published,,,,,,,,,,,,,TRUE,,,Pure Linen Glass Cloth Tea Towel White & Natural Border  Size 50x80 ,Size,TTN,,,,KL_PL_TTN,,FALSE,TRUE,,,,,,,,,,30,,,,
,kl-st,STOCKHOLM Tea Towels ,,STOCKHOLM Tea Towel Plain Optical White Composition 100% Linen Soften & Pre-Shrunk Size 50 X 70 cm  ,published,,,,,,,,,,,,,TRUE,,, STOCKHOLM Tea Towels Plain Bleached White  Size 50 X 70 cm,Size,TTBW,,,,KL_ST_TTBW,,FALSE,TRUE,,,,,,,,,,40,,,,
,kl-st,STOCKHOLM Tea Towels ,,STOCKHOLM Tea Towel Plain Semi Natural Composition 100% Linen Soften & Pre-Shrunk Size 50 X 70 cm  ,published,,,,,,,,,,,,,TRUE,,, STOCKHOLM Tea Towel Plain Semi Natural  Size 50 X 70 cm,Size,TTBSN,,,,KL_ST_TTBSN,,FALSE,TRUE,,,,,,,,,,40,,,,
,kl-st,STOCKHOLM Tea Towels ,,STOCKHOLM Tea Towel Blank Ivory Size 50x70,published,,,,,,,,,,,,,TRUE,,,STOCKHOLM Tea Towel Blank Ivory Size 50x70,Size,TTI,,,,KL_ST_TTI,,FALSE,TRUE,,,,,,,,,,40,,,,
,kl-st,STOCKHOLM Tea Towels ,,STOCKHOLM Tea Towel Blank Grey Size 50x70,published,,,,,,,,,,,,,TRUE,,,STOCKHOLM Tea Towel Blank Grey Size 50x70,Size,TTG,,,,KL_ST_TTG,,FALSE,TRUE,,,,,,,,,,40,,,,
,kl-str,Thin  Natural Stripes Tea Towels,,Thin  Natural Stripes Tea Towels Composition 100 %linen Size 50x70 Made in Australia,published,,,,,,,,,,,,,TRUE,,,Thin  Natural Stripes Tea Towels Size 50x70 ,Size,TTST,,,,KL_STR_TTST,,FALSE,TRUE,,,,,,,,,,29.99,,,,
,kl-str,Thin  Natural Stripes Tea Towels,,Wide Natural Stripes Tea Towels Composition 100 %linen Size 50x70 Made in Australia,published,,,,,,,,,,,,,TRUE,,,Wide Natural Stripes Tea Towels Size 50x70 ,Size,TTSW,,,,KL_STR_TTSW,,FALSE,TRUE,,,,,,,,,,29.99,,,,
,kl-ttt,Trattoria Tea Towels,,Trattoria Tea Towels Composition 56%linen/44%cotton Colour Blue & White Size 50x70 ,published,,,,,,,,,,,,,TRUE,,,Trattoria Tea Towels  Colour Blue & White Size 50x70 ,Size,TTCCB,,,,KL_CC_TTCCB,,FALSE,TRUE,,,,,,,,,,30,,,,
,kl-ttt,Trattoria Tea Towels,,Trattoria Tea Towels Composition 56%linen/44%cotton Colour Natural & White Size 50x70 ,published,,,,,,,,,,,,,TRUE,,,Trattoria Tea Towels  Colour Natural & White Size 50x70 ,Size,TTCCN,,,,KL_CC_TTCCN,,FALSE,TRUE,,,,,,,,,,30,,,,
,kl-ttt,Trattoria Tea Towels,,Trattoria Tea Towels Composition 56%linen/44%cotton Colour Red & White Size 50x70 ,published,,,,,,,,,,,,,TRUE,,,Trattoria Tea Towels  Colour Red & White Size 50x70 ,Size,TTCCR,,,,KL_CC_TTCCR,,FALSE,TRUE,,,,,,,,,,30,,,,
,kl-tusan,Tuscan Napkins,,Tuscan Napkins Poppy flower  Composition 100% Linen Size 42x42 ,published,,,,,,,,,,,,,TRUE,,,Tuscan Napkins Poppy flower   Size 42x42 ,Size,NATP,,,,KL_TUSAN_NATP,,FALSE,TRUE,,,,,,,,,,20,,,,
,kl-tusan,Tuscan Napkins,,Tuscan Napkins Sunflower  Composition 100% Linen Size 42x42 ,published,,,,,,,,,,,,,TRUE,,,Tuscan Napkins Sunflower   Size 42x42 ,Size,NATS,,,,KL_TUSAN_NATS,,FALSE,TRUE,,,,,,,,,,20,,,,
,kl-tusan,Tuscan Napkins,,Tuscan Napkins Wheat Composition 100% Linen Size 42x42 ,published,,,,,,,,,,,,,TRUE,,,Tuscan Napkins Wheat  Size 42x42 ,Size,NATWY,,,,KL_TUSAN_NATWY,,FALSE,TRUE,,,,,,,,,,20,,,,
,kl-tusan,Tuscan Napkins,,Tuscan Napkins Wheat  Colour Yellow Composition 100% Linen Size 42x42 ,published,,,,,,,,,,,,,TRUE,,,Tuscan Napkins Wheat  Colour Yellow  Size 42x42 ,Size,NATY,,,,KL_TUSAN_NATY,,FALSE,TRUE,,,,,,,,,,15,,,,
,na-a-t,AMALFI Tablecloth,,AMALFI Tablecloth Colour Taupe Size Round Diameter 270,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Taupe Size Round Diameter 270,Size,TCTd270,,,,NA_A_TCTd270,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-a-t,AMALFI Tablecloth,,AMALFI Tablecloth Colour Stone Grey Size Round Diameter 270,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Stone Grey Size Round Diameter 270,Size,TCSGd270,,,,NA_A_TCSGd270,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-a-t,AMALFI Tablecloth,,AMALFI Tablecloth Colour Charcoal Size Round Diameter 270,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Charcoal Size Round Diameter 270,Size,TCCd270,,,,NA_A_TCCd270,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-a-t,AMALFI Tablecloth,,AMALFI Tablecloth Colour Navy Size Round Diameter 270,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Navy Size Round Diameter 270,Size,TCNd270,,,,NA_A_TCNd270,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-a-t,AMALFI Tablecloth,,AMALFI Tablecloth Colour Sky Blue Size Round Diameter 270,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Sky Blue Size Round Diameter 270,Size,TCSBd270,,,,NA_A_TCSBd270,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-a-t,AMALFI Tablecloth,,AMALFI Tablecloth Colour Sky Blue Size 180x500,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Sky Blue Size 180x500,Size,TCSK180x500,,,,NA_A_TCSK180x500,,FALSE,TRUE,,,,,,,,,,800,,,,
,na-a-t,AMALFI Tablecloth,,AMALFI Tablecloth Colour Navy Size 180x500,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Navy Size 180x500,Size,TCN180x500,,,,NA_A_TCN180x500,,FALSE,TRUE,,,,,,,,,,800,,,,
,na-a-t,AMALFI Tablecloth,,AMALFI Tablecloth Colour Charcoal Size 180x500,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Charcoal Size 180x500,Size,TCC180x500,,,,NA_A_TCC180x500,,FALSE,TRUE,,,,,,,,,,800,,,,
,na-a-t,AMALFI Tablecloth,,AMALFI Tablecloth Colour Stone Grey Size 180x500,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Stone Grey Size 180x500,Size,TCSG180x500,,,,NA_A_TCSG180x500,,FALSE,TRUE,,,,,,,,,,800,,,,
,na-a-t,AMALFI Tablecloth,,AMALFI Tablecloth Colour Taupe Size 180x500,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Taupe Size 180x500,Size,TCT180x500,,,,NA_A_TCT180x500,,FALSE,TRUE,,,,,,,,,,800,,,,
,na-a-t,AMALFI Tablecloth,,AMALFI Tablecloth Colour Sky Blue Size Round Diameter 270,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Sky Blue Size Round Diameter 270,Size,TCRSB270,,,,NA_A_TCRSB270,,FALSE,TRUE,,,,,,,,,,490,,,,
,na-alb,ALBANY Napkin ,,ALBANY Napkins with hemstitched detail Sky Blue/Flax 45X45 cm Composition 100% Linen ,published,,,,,,,,,,,,,TRUE,,,ALBANY Napkins Sky Blue/Flax 45X45 cm,Size,NABF45,,,,NA_ALB_NABF45,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-am-cn,AMALFI Cocktail Napkin,,AMALFI Cocktail Napkins Colour Taupe Size 22x22,published,,,,,,,,,,,,,TRUE,,,AMALFI Cocktail Napkins Colour Taupe Size 22x22,Size,CNT22,,,,NA_AM_CNT22,,FALSE,TRUE,,,,,,,,,,20,,,,
,na-am-cn,AMALFI Cocktail Napkin,,AMALFI Cocktail Napkins Colour  Stone Grey Size 22x22,published,,,,,,,,,,,,,TRUE,,,AMALFI Cocktail Napkins Colour  Stone Grey Size 22x22,Size,CNSG22,,,,NA_AM_CNSG22,,FALSE,TRUE,,,,,,,,,,20,,,,
,na-am-cn,AMALFI Cocktail Napkin,,AMALFI Cocktail Napkins Colour Charcoal Size 22x22,published,,,,,,,,,,,,,TRUE,,,AMALFI Cocktail Napkins Colour Charcoal Size 22x22,Size,CNC22,,,,NA_AM_CNC22,,FALSE,TRUE,,,,,,,,,,20,,,,
,na-am-cn,AMALFI Cocktail Napkin,,AMALFI Cocktail Napkins Colour Sky Blue Size 22x22,published,,,,,,,,,,,,,TRUE,,,AMALFI Cocktail Napkins Colour Sky Blue Size 22x22,Size,CNSB22,,,,NA_AM_CNSB22,,FALSE,TRUE,,,,,,,,,,20,,,,
,na-am-cn,AMALFI Cocktail Napkin,,AMALFI Cocktail Napkins Colour Navy Size 22x22,published,,,,,,,,,,,,,TRUE,,,AMALFI Cocktail Napkins Colour Navy Size 22x22,Size,CNN22,,,,NA_AM_CNN22,,FALSE,TRUE,,,,,,,,,,20,,,,
,na-am-cn,AMALFI Cocktail Napkin,,AMALFI Cocktail Napkins Colour Sky Blue Size 12x12,published,,,,,,,,,,,,,TRUE,,,AMALFI Cocktail Napkins Colour Sky Blue Size 12x12,Size,CNSB12,,,,NA_AM_CNSB12,,FALSE,TRUE,,,,,,,,,,14,,,,
,na-am-cn,AMALFI Cocktail Napkin,,AMALFI Cocktail Napkins Colour Taupe Size 12x12,published,,,,,,,,,,,,,TRUE,,,AMALFI Cocktail Napkins Colour Taupe Size 12x12,Size,CNT12,,,,NA_AM_CNT12,,FALSE,TRUE,,,,,,,,,,14,,,,
,na-am-cn,AMALFI Cocktail Napkin,,AMALFI Cocktail Napkins Colour Navy Size 12x12,published,,,,,,,,,,,,,TRUE,,,AMALFI Cocktail Napkins Colour Navy Size 12x12,Size,CNN12,,,,NA_AM_CNN12,,FALSE,TRUE,,,,,,,,,,14,,,,
,na-am-cn,AMALFI Cocktail Napkin,,AMALFI Cocktail Napkins Colour Charcoal Size 12x12,published,,,,,,,,,,,,,TRUE,,,AMALFI Cocktail Napkins Colour Charcoal Size 12x12,Size,CNC12,,,,NA_AM_CNC12,,FALSE,TRUE,,,,,,,,,,14,,,,
,na-am-cn,AMALFI Cocktail Napkin,,AMALFI Cocktail Napkins Colour Stone Grey Size 12x12,published,,,,,,,,,,,,,TRUE,,,AMALFI Cocktail Napkins Colour Stone Grey Size 12x12,Size,CNSG12,,,,NA_AM_CNSG12,,FALSE,TRUE,,,,,,,,,,14,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Taupe Size 60x60,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Taupe Size 60x60,Size,NAT60,,,,NA_AM_NAT60,,FALSE,TRUE,,,,,,,,,,50,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Taupe Size 50x50,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Taupe Size 50x50,Size,NAT50,,,,NA_AM_NAT50,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Taupe Size 45x45,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Taupe Size 45x45,Size,NAT45,,,,NA_AM_NAT45,,FALSE,TRUE,,,,,,,,,,30,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Stone Grey Size 45x45,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Stone Grey Size 45x45,Size,NASG45,,,,NA_AM_NASG45,,FALSE,TRUE,,,,,,,,,,30,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Stone Grey Size 50x50,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Stone Grey Size 50x50,Size,NASG50,,,,NA_AM_NASG50,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour  Stone Grey Size 60x60,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour  Stone Grey  Size 60x60,Size,NASG60,,,,NA_AM_NASG60,,FALSE,TRUE,,,,,,,,,,60,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Charcoal Size 45x45,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Charcoal Size 45x45,Size,NAC45,,,,NA_AM_NAC45,,FALSE,TRUE,,,,,,,,,,30,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Charcoal Size 50x50,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Charcoal Size 50x50,Size,NAC50,,,,NA_AM_NAC50,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Charcoal Size 60x60,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Charcoal Size 60x60,Size,NAC60,,,,NA_AM_NAC60,,FALSE,TRUE,,,,,,,,,,50,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Sky Blue Size 45x45,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Sky Blue Size 45x45,Size,NASB45,,,,NA_AM_NASB45,,FALSE,TRUE,,,,,,,,,,30,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Sky Blue  Size 50x50,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Sky Blue Size 50x50,Size,NASB50,,,,NA_AM_NASB50,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Sky Blue Size 60x60,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Sky Blue Size 60x60,Size,NASB60,,,,NA_AM_NASB60,,FALSE,TRUE,,,,,,,,,,50,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Navy Size 45x45,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Navy Size 45x45,Size,NAN45,,,,NA_AM_NAN45,,FALSE,TRUE,,,,,,,,,,30,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Navy Size 50x50,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Navy Size 50x50,Size,NAN50,,,,NA_AM_NAN50,,FALSE,TRUE,,,,,,,,,,40,,,,
,na-am-n,AMALFI Napkins,,AMALFI Napkins Colour Navy Size 60x60,published,,,,,,,,,,,,,TRUE,,,AMALFI Napkins Colour Navy Size 60x60,Size,NAN60,,,,NA_AM_NAN60,,FALSE,TRUE,,,,,,,,,,50,,,,
,na-am-p,AMALFI Placemats,,AMALFI Placemats Colour Taupe Size  35x50,published,,,,,,,,,,,,,TRUE,,,AMALFI Placemats Colour Taupe Size  35x50,Size,PMT35X50,,,,NA_AM_PMT35X50,,FALSE,TRUE,,,,,,,,,,30,,,,
,na-am-p,AMALFI Placemats,,AMALFI Placemats Colour Stone Grey Size 35x50 ,published,,,,,,,,,,,,,TRUE,,,AMALFI Placemats Colour Stone Grey Size 35x50 ,Size,PMSG35X50,,,,NA_AM_PMSG35X50,,FALSE,TRUE,,,,,,,,,,30,,,,
,na-am-p,AMALFI Placemats,,AMALFI Placemats Colour Charcoal Size  35x50,published,,,,,,,,,,,,,TRUE,,,AMALFI Placemats Colour Charcoal Size  35x50,Size,PMC35X50,,,,NA_AM_PMC35X50,,FALSE,TRUE,,,,,,,,,,30,,,,
,na-am-p,AMALFI Placemats,,AMALFI Placemat Colour Sky Blue Size  35x50,published,,,,,,,,,,,,,TRUE,,,AMALFI Placemat Colour Sky Blue Size  35x50,Size,PMSB35X50,,,,NA_AM_PMSB35X50,,FALSE,TRUE,,,,,,,,,,30,,,,
,na-am-p,AMALFI Placemats,,AMALFI Placemats Colour Navy Size  35x50,published,,,,,,,,,,,,,TRUE,,,AMALFI Placemats Colour Navy Size  35x50,Size,PMN35X50,,,,NA_AM_PMN35X50,,FALSE,TRUE,,,,,,,,,,30,,,,
,na-am-r,AMALFI Runners,,AMALFI Runner Colour Taupe Size  50x180,published,,,,,,,,,,,,,TRUE,,,AMALFI Runner Colour Taupe Size  50x180,Size,RUT50X180,,,,NA_AM_RUT50X180,,FALSE,TRUE,,,,,,,,,,90,,,,
,na-am-r,AMALFI Runners,,AMALFI Runner Colour  Stone Grey Size  50x180,published,,,,,,,,,,,,,TRUE,,,AMALFI Runner Colour Stone Grey Size  50x180,Size,RU50X180,,,,NA_AM_RU50X180,,FALSE,TRUE,,,,,,,,,,90,,,,
,na-am-r,AMALFI Runners,,AMALFI Runner Colour Charcoal Size  50x180,published,,,,,,,,,,,,,TRUE,,,AMALFI Runner Colour Charcoal Size  50x180,Size,RUC50X180,,,,NA_AM_RUC50X180,,FALSE,TRUE,,,,,,,,,,90,,,,
,na-am-r,AMALFI Runners,,AMALFI Runner Colour Sky Blue Size  50x180,published,,,,,,,,,,,,,TRUE,,,AMALFI Runner Colour Sky Blue Size  50x180,Size,RUSB50X180,,,,NA_AM_RUSB50X180,,FALSE,TRUE,,,,,,,,,,90,,,,
,na-am-r,AMALFI Runners,,AMALFI Runner Colour Navy Size  50x180,published,,,,,,,,,,,,,TRUE,,,AMALFI Runner Colour Navy Size  50x180,Size,RUN50X180,,,,NA_AM_RUN50X180,,FALSE,TRUE,,,,,,,,,,90,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Taupe Size 180x400,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Taupe Size 180x400,Size,TCT180X400,,,,NA_AM_TCT180X400,,FALSE,TRUE,,,,,,,,,,730,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Taupe Size 180x360,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Taupe Size 180x360,Size,TCT180X360,,,,NA_AM_TCT180X360,,FALSE,TRUE,,,,,,,,,,690,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Taupe Size 180x320,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Taupe Size 180x320,Size,TCT180X320,,,,NA_AM_TCT180X320,,FALSE,TRUE,,,,,,,,,,650,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Taupe Size 180x280,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Taupe Size 180x280,Size,TCT180X280,,,,NA_AM_TCT180X280,,FALSE,TRUE,,,,,,,,,,610,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Taupe Size 180x250,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Taupe Size 180x250,Size,TCT180X250,,,,NA_AM_TCT180X250,,FALSE,TRUE,,,,,,,,,,570,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Taupe Size 180x180,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Taupe Size 180x180,Size,TCT180X180,,,,NA_AM_TCT180X180,,FALSE,TRUE,,,,,,,,,,530,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Taupe Size Round Diameter 220,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Taupe Size Round Diameter 220,Size,TCT220D,,,,NA_AM_TCT220D,,FALSE,TRUE,,,,,,,,,,570,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Taupe Size Round Diameter 200,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Taupe Size Round Diameter 200,Size,TCT200D,,,,NA_AM_TCT200D,,FALSE,TRUE,,,,,,,,,,320,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Taupe Size Round Diameter 180,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Taupe Size Round Diameter 180,Size,TCT180D,,,,NA_AM_TCT180D,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour  Stone Grey Size Round Diameter 180,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Stone Grey Size Round Diameter 180,Size,TCSG180D,,,,NA_AM_TCSG180D,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour  Stone Grey Size Round Diameter 200,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour  Stone Grey Size Round Diameter 200,Size,TCSG200D,,,,NA_AM_TCSG200D,,FALSE,TRUE,,,,,,,,,,320,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour  Stone Grey Size Round Diameter 220,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour  Stone Grey Size Round Diameter 220,Size,TCSG220D,,,,NA_AM_TCSG220D,,FALSE,TRUE,,,,,,,,,,570,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour  Stone Grey Size 180x180,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour  Stone Grey Size 180x180,Size,TCSG180X180,,,,NA_AM_TCSG180X180,,FALSE,TRUE,,,,,,,,,,530,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour  Stone Grey Size 180x250,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour  Stone Grey Size 180x250,Size,TCSG180X250,,,,NA_AM_TCSG180X250,,FALSE,TRUE,,,,,,,,,,570,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Stone Grey Size 180x280,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Stone Grey Size 180x280,Size,TCSG180X280,,,,NA_AM_TCSG180X280,,FALSE,TRUE,,,,,,,,,,610,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Stone Grey Size 180x320,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Stone Grey Size 180x320,Size,TCSG180X320,,,,NA_AM_TCSG180X320,,FALSE,TRUE,,,,,,,,,,650,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour  Stone Grey Size 180x360,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Stone Grey  Size 180x360,Size,TCSG180X360,,,,NA_AM_TCSG180X360,,FALSE,TRUE,,,,,,,,,,690,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour  Stone Grey Size 180x400,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour  Stone Grey Size 180x400,Size,TCSG180X400,,,,NA_AM_TCSG180X400,,FALSE,TRUE,,,,,,,,,,730,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Charcoal Size Round Diameter 180,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Charcoal Size Round Diameter 180,Size,TCC180D,,,,NA_AM_TCC180D,,FALSE,TRUE,,,,,,,,,,300,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Charcoal Size Round Diameter 200,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Charcoal Size Round Diameter 200,Size,TCC200D,,,,NA_AM_TCC200D,,FALSE,TRUE,,,,,,,,,,320,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Charcoal Size Round Diameter 220,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Charcoal Size Round Diameter 220,Size,TCC220D,,,,NA_AM_TCC220D,,FALSE,TRUE,,,,,,,,,,570,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Charcoal Size 180x180,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Charcoal Size 180x180,Size,TCC180X180,,,,NA_AM_TCC180X180,,FALSE,TRUE,,,,,,,,,,530,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Charcoal Size 180x250,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Charcoal Size 180x250,Size,TCC180X250,,,,NA_AM_TCC180X250,,FALSE,TRUE,,,,,,,,,,570,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Charcoal Size 180x280,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Charcoal Size 180x280,Size,TCC180X280,,,,NA_AM_TCC180X280,,FALSE,TRUE,,,,,,,,,,610,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Charcoal Size 180x320,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Charcoal Size 180x320,Size,TCC180X320,,,,NA_AM_TCC180X320,,FALSE,TRUE,,,,,,,,,,650,,,,
,na-am-t,AMALFI Tablecloths,,AMALFI Tablecloth Colour Charcoal Size 180x360,published,,,,,,,,,,,,,TRUE,,,AMALFI Tablecloth Colour Charcoal Size 180x360,Size,TCC180X360,,,,NA_AM_TCC180X360,,FALSE,TRUE,,,,,,,,,,690,,,,
